,urination_density,shop_count,shop_density,toilet_count,toilet_density,green_space_ratio,PrecentAgeUnder5,PrecentAge5to9,PrecentAge10to14,PrecentAge15to19,PrecentAge20to24,PrecentAge25to34,PrecentAge35to44,PrecentAge45to54,PrecentAge55to59,PrecentAge60to64,PrecentAge65to74,PrecentAge75to84,PrecentAge85andOlder,Male Percent,Female Percent,PercentWhite,PercetnBlack,PercentAmericanIndianandAlaskaNative,PercentAsian,PercentNativeHawaiianandOtherPacificIslander,PercentSomeOtherRace,PercentHispanicOrLatino,Less Than 9th Grade,"9th to 12th Grade, No Diploma",High School Graduate,"Some College, No Degree",Associate's Degree,Bachelor's Degree,Graduate or Professional Degree,"PercentUnder$10,000","Percetn$10,000to$14,999","Percent$15,000to$24,999","Percetn$25,000to$34,999","Percent$35,000to$49,999","Percetn$50,000to$74,999","Percent$75,000to$99,999","Percetn$100,000to$149,999","Percent$150,000to$199,999","Percetn$200,000ormore",Median Household Income,crime_rate,population_density,subway_count,tree_count,AREA,tree_density
10302,0.0014898195662969708,6,2.0300911599764018e-07,0,0.0,0.02534077142980682,6.8,5.7,7.5,7.3,7.3,14.9,12.7,13.2,7.1,6.8,6.3,2.7,1.8,0.5193958310110356,0.4806041689889645,51.5,25.5,0.9,6.7,0.1,10.9,37.8,5.5,9.3,34.8,16.5,5.7,19.2,9.1,1.5,2.1,4.6,4.7,7.7,18.2,12.1,26.5,13.0,9.4,72394.0,0.0,0.0006131890348708722,0.0,2369.0,29555323.023374703,8.01547659664016e-05
10303,0.000406684412895593,21,2.572590746624355e-07,0,0.0,0.06838941523481404,5.8,6.4,8.6,8.8,6.5,14.2,13.8,12.0,6.0,7.1,6.3,3.9,0.7,0.4872625533794728,0.5127374466205271,42.2,32.8,0.2,7.6,0.0,9.2,40.0,8.2,10.0,29.8,18.4,7.9,17.6,8.1,9.8,4.2,4.8,4.4,7.5,15.8,12.7,20.4,14.7,5.7,70315.0,0.0,0.0003313496881652169,0.0,3238.0,81629773.5174369,3.966689922652219e-05
10304,0.0003855235892246157,5,5.090266728262164e-08,2,2.0361066913048658e-08,0.1320107715894198,4.6,6.3,7.0,6.9,6.6,13.5,11.5,14.7,7.8,6.8,7.7,4.8,1.8,0.4861984667600218,0.5138015332399781,51.8,28.3,0.1,9.6,0.1,7.3,22.6,6.3,11.2,28.8,16.0,5.6,20.2,11.7,6.8,4.4,4.4,4.5,11.6,15.2,11.5,20.8,8.4,12.4,64394.0,0.00014457134595923088,0.0004225124995126727,6.0,5855.0,98226679.79732801,5.9607023387949936e-05
10305,0.0005749053801561826,19,1.704925351308902e-07,4,3.5893165290713724e-08,0.15860551277468118,5.7,5.9,5.3,5.7,5.2,14.1,14.0,12.7,6.8,7.3,10.5,4.7,2.2,0.4836157140197356,0.5163842859802644,68.6,6.7,0.1,17.2,0.0,3.6,14.3,8.0,7.9,27.8,15.0,8.6,21.7,11.1,1.6,1.4,6.1,5.6,7.8,12.9,17.9,23.1,12.4,11.3,77136.0,9.581756335936378e-05,0.0003745990195565338,4.0,6855.0,111441829.317708,6.151191201696064e-05
10306,0.0006474587245063128,89,5.111920266032452e-07,4,2.2974922543966075e-08,0.38422007025681243,5.0,5.8,6.1,5.8,6.0,12.9,11.7,14.3,8.0,6.0,10.3,5.5,2.6,0.4806141610515851,0.5193858389484148,79.3,3.5,0.2,8.6,0.0,2.6,17.4,4.7,6.0,33.2,16.7,7.6,18.2,13.5,2.8,3.1,4.7,4.7,5.5,17.1,12.1,22.0,12.7,15.2,83309.0,0.0002158195748354376,0.00031936291082240037,12.0,13030.0,174102872.04866,7.48408101869695e-05
10307,0.00014188422247446084,29,6.300460355791365e-07,0,0.0,0.1450715380340499,5.1,5.9,7.5,7.6,6.5,11.6,14.3,15.7,6.3,5.6,8.3,4.2,1.4,0.5068757058393676,0.4931242941606324,91.9,0.1,0.0,4.6,0.0,1.0,8.9,2.1,5.5,25.8,15.8,8.9,27.3,14.7,1.5,1.8,1.8,5.5,8.0,11.6,6.6,24.7,14.0,24.5,108808.0,0.0004965947786606129,0.00030624582474218987,7.0,5451.0,46028382.629760206,0.00011842692896351284
10308,0.0005432420686657974,31,4.940157024216275e-07,0,0.0,0.6639849187916635,4.8,5.1,6.3,5.8,5.4,13.2,12.5,15.0,7.0,7.6,10.7,4.9,1.8,0.4823362513407841,0.5176637486592159,91.3,1.6,0.1,5.4,0.0,0.6,9.3,1.6,2.8,29.9,15.3,9.0,23.5,17.9,0.6,0.4,1.9,1.9,3.3,11.9,16.5,28.8,18.5,16.1,110478.0,7.243227582210634e-05,0.00044002456694406376,2.0,7116.0,62751041.8151495,0.00011340050769136455
10309,9.05961224859576e-05,137,6.347417996225437e-07,4,1.8532607288249453e-08,0.2491070542909134,6.1,6.0,6.9,5.1,4.7,14.0,13.0,12.1,7.6,8.2,10.2,4.6,1.5,0.4956042010856738,0.5043957989143262,93.7,0.6,0.4,2.4,0.0,1.8,8.8,3.4,5.6,29.6,18.9,7.0,21.9,13.5,1.4,1.7,4.5,3.6,6.8,11.0,11.5,20.0,20.2,19.4,102730.0,0.0002415896599625536,0.0001534221894357731,8.0,12650.0,215835793.517094,5.8609370549088904e-05
10310,0.0004799424069111707,5,9.352214206419142e-08,2,3.740885682567657e-08,0.13167433219601268,6.8,6.4,5.9,7.2,5.3,13.4,12.1,14.6,7.7,6.6,8.7,3.9,1.5,0.477656405163853,0.522343594836147,57.2,23.0,0.5,6.2,0.0,8.3,30.8,5.9,7.0,28.1,17.1,9.3,17.0,15.6,7.6,1.4,7.2,1.8,6.4,12.6,11.0,25.1,15.4,11.5,86895.0,0.0,0.0004676668236061956,0.0,3629.0,53463275.0024921,6.787837071019013e-05
10312,0.00018801490445424402,105,6.209805081000928e-07,2,1.182820015428748e-08,0.5241023609554211,6.0,6.5,6.2,5.3,6.5,11.8,12.9,14.0,7.0,6.7,10.8,4.4,1.9,0.4816735936119384,0.5183264063880616,88.1,1.0,0.2,6.9,0.1,1.0,12.0,2.6,4.4,29.2,18.6,7.7,22.2,15.4,2.3,1.6,2.1,3.8,8.2,14.2,12.6,21.9,16.2,17.1,96785.0,0.00010255358424776946,0.00034601033911337166,6.0,22186.0,169087432.907114,0.00013121022431151103
10451,0.0007929315813321251,20,6.909869540570288e-07,1,3.454934770285144e-08,0.13802907195999442,6.9,6.9,6.6,6.8,7.7,16.8,13.4,12.2,5.4,4.4,6.6,4.1,2.2,0.44618902130586974,0.5538109786941303,16.3,40.8,0.6,1.3,0.8,31.4,58.3,13.2,15.1,24.4,19.0,8.3,13.7,6.3,14.2,8.9,10.7,12.1,14.2,12.7,10.9,9.2,3.5,3.6,32598.0,0.0003624830086089715,0.0015250082076038625,16.0,2450.0,28944106.5168784,8.464590187198601e-05
10452,0.0003810575002627983,12,4.355655874981911e-07,0,0.0,0.10805349714808189,6.9,8.2,8.3,7.8,6.7,16.2,13.3,11.9,6.3,4.4,5.9,2.6,1.5,0.46385404482447995,0.53614595517552,14.9,32.1,0.6,1.4,0.3,44.0,69.9,17.1,15.4,27.3,17.6,9.5,9.8,3.4,11.7,6.4,16.8,11.8,18.5,17.3,8.2,7.1,1.1,1.1,31351.0,0.00028907810364764007,0.002762356955913528,22.0,3320.0,27550385.8533127,0.00012050647920783288
10453,0.0004511704650922966,43,1.6699995928426001e-06,0,0.0,0.044976193541111174,7.9,8.0,7.1,6.6,8.3,16.3,12.2,13.6,6.2,4.9,5.5,2.7,0.7,0.4597631185168277,0.5402368814831723,11.4,32.6,0.7,2.2,0.3,44.4,68.9,15.9,15.8,29.4,18.4,6.7,10.8,3.0,14.6,7.0,16.2,10.2,15.4,16.8,8.5,7.9,2.1,1.3,31778.0,0.00018046818603691863,0.003012834614287385,14.0,3050.0,25748509.2716743,0.00011845345949232395
10454,0.0006939625260235947,12,3.863040617436291e-07,0,0.0,0.08064768255554043,8.5,8.3,7.9,6.2,8.2,16.5,13.9,11.9,4.9,4.8,4.9,2.7,1.3,0.482344539371016,0.5176554606289839,16.6,34.8,0.7,0.3,0.1,41.2,66.0,18.8,20.7,29.0,15.5,4.8,8.4,2.9,19.1,9.5,13.3,11.1,18.3,11.2,7.1,7.3,1.5,1.6,23337.0,0.0005071264613249346,0.0012061056647739005,19.0,1755.0,31063613.325308003,5.649696903000575e-05
10455,0.0006527087412762966,14,7.053991660789742e-07,0,0.0,0.1002487230741999,7.5,8.2,8.0,7.9,8.2,16.8,12.0,12.9,6.0,3.9,5.0,2.5,1.1,0.4713895781637717,0.5286104218362283,15.5,31.6,0.9,0.9,0.2,41.2,73.2,13.3,20.2,29.2,17.1,7.7,9.2,3.3,14.1,9.8,12.9,14.4,12.4,14.7,9.6,8.5,1.7,1.8,29439.0,0.0004769794647788321,0.0020070621701135613,19.0,2044.0,19846918.841455802,0.00010298827824753022
10456,0.00046985121378230227,22,7.349636680493684e-07,2,6.681487891357895e-08,0.06800420286913927,7.4,7.5,7.9,7.7,7.9,16.3,12.4,12.4,6.1,5.1,6.0,2.5,0.8,0.4690038572486434,0.5309961427513566,12.3,47.2,1.1,0.7,0.2,31.6,58.4,15.9,17.7,28.9,18.1,7.5,8.8,3.0,13.1,5.5,17.3,10.6,17.2,16.6,10.2,6.6,1.6,1.3,31645.0,4.4747734645933554e-05,0.0029862910130424108,4.0,4085.0,29933452.436348498,0.000136469390180985
10457,0.000640542040909285,18,4.782069486447598e-07,2,5.3134105404973316e-08,0.23347128911511383,9.6,8.1,8.8,6.8,7.6,16.9,12.8,11.1,5.3,4.1,5.4,2.8,0.8,0.4707079634167571,0.529292036583243,19.2,45.6,0.4,0.7,0.0,23.9,66.4,14.4,17.4,28.6,18.1,7.7,10.0,3.8,13.9,8.0,11.9,11.6,14.2,18.3,10.0,8.8,1.9,1.2,32378.0,0.00011387414060609511,0.0018664151535077954,8.0,4175.0,37640607.3793199,0.00011091744503288178
10458,0.000718227867241249,89,2.474365785690927e-06,11,3.0582049036629437e-07,0.33592605009726284,8.1,7.9,7.1,8.8,9.8,17.7,11.2,12.2,4.7,4.0,5.3,2.6,0.8,0.4739152200994261,0.5260847799005739,15.2,18.9,0.3,2.6,0.0,58.5,71.8,18.6,13.8,29.0,19.2,6.1,8.9,4.5,12.2,6.6,11.9,11.0,18.2,19.1,10.3,7.9,1.6,1.2,37886.0,0.00010080391119175424,0.002206411432404532,8.0,3405.0,35968812.9033631,9.46653426997484e-05
10459,0.0006196051619519699,17,7.538153965919074e-07,0,0.0,0.07518494304557613,6.9,7.6,6.9,7.9,8.2,15.5,13.3,11.5,6.1,5.7,6.1,3.1,1.0,0.4885205926721911,0.5114794073278089,12.3,35.2,0.5,0.3,0.1,43.6,67.6,19.1,15.0,28.4,15.2,8.4,10.2,3.6,11.9,5.5,14.9,14.0,14.3,15.7,9.4,8.4,3.2,2.5,31896.0,0.0004914109905136314,0.0020753868130639784,23.0,3078.0,22551940.5372444,0.00013648492886528772
10460,0.0003529204164460914,12,3.413389972327625e-07,6,1.7066949861638125e-07,0.4619911669419493,7.3,7.1,7.6,7.8,7.4,15.8,12.3,12.4,5.6,4.9,7.7,2.7,1.3,0.4749626177974058,0.5250373822025941,17.5,34.4,0.5,1.8,0.2,37.3,67.2,17.2,15.6,28.1,18.3,7.3,10.1,3.5,10.9,8.2,17.7,11.9,11.7,17.6,8.4,8.5,2.6,2.4,28831.0,0.00019410622904535027,0.0016119734144317208,11.0,3261.0,35155666.6460149,9.27588724980032e-05
10461,0.0004550040554709292,59,9.39130681427392e-07,0,0.0,0.07231011516739036,6.3,5.4,6.5,4.5,5.5,17.5,12.3,13.2,6.4,5.9,8.7,5.1,2.7,0.4863452164209784,0.5136547835790215,47.8,9.2,0.5,12.9,0.1,23.3,47.4,9.1,8.7,27.8,15.9,10.3,17.5,10.7,3.8,3.5,6.9,8.4,11.8,18.0,12.5,18.0,8.8,8.3,60802.0,0.00021761063522522705,0.0008046121494148005,11.0,5636.0,62824057.57452779,8.971085628008104e-05
10462,0.00039643734968417156,24,4.526379134187734e-07,4,7.543965223646223e-08,0.5230737216494901,6.7,5.9,6.0,5.8,6.5,17.3,13.8,12.8,6.9,5.2,7.7,4.1,1.2,0.4822576583025146,0.5177423416974855,20.7,27.2,1.2,15.6,0.0,28.2,46.5,8.7,10.0,28.8,16.5,9.2,17.1,9.6,5.0,2.6,7.8,7.5,12.5,21.0,15.0,19.3,5.5,3.6,57266.0,0.00013214578322805722,0.0014272050608355106,10.0,4234.0,53022513.776471004,7.985287189229528e-05
10463,0.0002760436573661188,44,1.1048868198982428e-06,0,0.0,0.15645743632231596,6.0,5.7,6.0,5.0,5.4,12.8,12.5,13.6,6.2,6.5,10.8,6.2,3.3,0.4601486417221938,0.5398513582778063,45.9,17.2,0.7,3.4,0.1,25.1,52.2,8.7,10.0,20.3,15.5,5.5,19.8,20.2,4.9,4.0,10.0,5.4,12.8,14.8,10.2,16.7,10.4,10.7,60397.0,0.00015571693492447732,0.0017738706782825398,11.0,3723.0,39823083.42138816,9.348849160184449e-05
10464,0.0004506534474988734,14,1.51584103739254e-07,0,0.0,1.0,1.9,9.1,4.9,3.2,2.2,19.9,10.3,21.6,2.8,3.7,11.1,6.1,3.4,0.4854234150856085,0.5145765849143915,70.1,0.5,0.0,1.8,0.0,23.2,36.8,3.2,4.5,18.0,9.5,15.3,26.7,22.9,3.9,0.0,0.0,6.2,10.5,10.2,14.5,17.8,21.6,15.2,101935.0,0.0,4.805216088534351e-05,0.0,1051.0,92357969.30317952,1.1379635216425425e-05
10465,0.0004760544606302961,19,1.7523836935977538e-07,0,0.0,0.2757459483309678,6.5,5.2,5.6,7.3,7.3,12.6,12.4,13.9,7.7,5.3,7.5,5.4,3.2,0.4885057471264368,0.5114942528735632,55.8,13.2,0.0,4.3,0.0,18.6,46.9,7.9,7.8,28.4,20.6,8.6,15.9,10.7,4.0,3.8,7.0,3.8,8.8,13.7,11.0,23.6,12.3,11.9,74889.0,2.3802723031514804e-05,0.00038747970387067814,1.0,5183.0,108423743.438241,4.780318254693242e-05
10466,0.0010008412868788257,28,5.066727845539232e-07,1,1.8095456591211544e-08,0.043001932732173495,5.6,5.7,6.8,6.4,7.5,15.1,11.4,14.2,7.1,5.8,8.0,4.6,1.8,0.4346945074410553,0.5653054925589447,10.5,70.2,1.0,2.7,0.0,11.9,25.0,8.4,12.5,30.1,16.9,9.5,13.8,8.9,6.0,4.3,8.1,6.9,11.0,18.3,13.1,19.4,6.6,6.2,58405.0,0.00010153462330654754,0.0012475369683113064,7.0,5082.0,55262490.612459704,9.196111039653708e-05
10467,0.0005514030143364784,29,4.182521405083891e-07,1,1.4422487603737554e-08,0.15910407708434354,7.6,6.9,7.5,5.7,6.4,17.0,13.3,12.5,6.7,5.2,6.5,3.2,1.5,0.4712641399070063,0.5287358600929938,24.2,34.2,0.5,5.5,0.1,29.0,52.2,12.2,13.6,29.5,17.6,7.4,12.3,7.4,7.7,5.6,11.2,10.5,17.3,17.4,11.7,13.7,3.5,1.5,40639.0,0.00019401217171098316,0.0014124230560092262,19.0,4355.0,69336166.37263411,6.280993351427706e-05
10468,0.0005488700138589678,60,1.7417756784810496e-06,0,0.0,0.09340251722133099,9.0,6.6,6.9,6.2,6.9,18.0,12.1,12.2,6.0,4.6,6.3,4.0,1.2,0.4759450608037777,0.5240549391962223,15.2,24.5,1.1,2.0,0.2,50.6,77.8,16.5,13.8,29.3,17.4,8.5,9.9,4.7,8.9,5.3,15.2,10.5,17.9,18.8,10.8,8.4,2.3,1.9,37777.0,0.00023326975589006127,0.0021155897686777237,17.0,2990.0,34447604.6722183,8.679848797763896e-05
10469,0.0005837083915761663,14,2.0575863430375851e-07,0,0.0,0.06108945095376545,6.1,4.0,6.4,6.4,6.6,14.3,12.5,12.1,6.5,6.8,8.9,6.2,3.2,0.4625775327360441,0.5374224672639559,16.8,57.0,0.1,6.5,0.0,14.5,28.1,8.9,10.0,27.9,17.9,8.7,16.5,10.2,4.4,2.3,6.2,8.9,9.1,18.7,12.4,19.1,10.6,8.3,67190.0,7.680373573370609e-05,0.0009567923465577846,5.0,6710.0,68040887.06835021,9.861717401272996e-05
10470,0.0008141112618724559,12,5.570135493159157e-07,0,0.0,0.3543739748475913,7.8,4.2,3.7,4.4,6.4,17.2,15.7,12.5,6.3,5.6,8.8,5.6,1.8,0.4673548387096774,0.5326451612903226,42.0,38.3,0.1,4.9,0.0,9.7,19.5,5.4,10.6,26.2,15.0,6.2,25.0,11.5,4.5,2.5,2.4,4.7,10.5,23.1,13.7,19.9,9.2,9.5,64643.0,0.000271370420624152,0.0006841983097430497,4.0,1375.0,21543461.581388,6.382446919244868e-05
10471,0.00042594880095412534,14,1.5616040460902143e-07,14,1.5616040460902143e-07,0.6133996369648306,6.3,3.1,4.2,8.1,7.0,9.7,11.2,9.5,6.8,6.0,13.2,7.8,7.3,0.4730477920007087,0.5269522079992913,66.1,9.8,0.2,5.6,0.0,10.4,25.1,5.0,4.7,14.1,14.7,4.2,24.3,32.9,1.0,2.6,1.8,3.5,7.8,11.6,13.0,21.4,11.5,25.8,93657.0,0.00012778464028623759,0.000261869844214714,3.0,1899.0,89651407.0583499,2.1182043453752266e-05
10472,0.000452106817770812,54,1.7440032422814481e-06,1,3.229635633854533e-08,0.0685694893647314,8.0,7.7,7.3,6.6,7.8,16.2,12.2,11.8,5.3,4.7,7.2,3.5,1.5,0.4775037138360617,0.5224962861639383,11.6,25.7,1.4,8.8,0.1,48.3,63.1,20.8,12.9,28.8,15.3,7.7,10.3,4.1,11.5,5.8,12.8,11.6,14.3,17.0,9.7,9.6,5.0,2.8,36038.0,0.00012056181807221652,0.0021430570212005143,8.0,3430.0,30963245.188328303,0.00011077650224121048
10473,0.00034314734747100404,9,1.512036959813148e-07,3,5.04012319937716e-08,0.19319399867862003,6.7,6.3,6.7,6.8,7.4,14.0,11.2,12.9,5.6,6.3,8.6,5.3,2.2,0.464135374914049,0.535864625085951,29.1,37.9,0.7,1.7,0.0,23.4,62.3,10.0,15.7,23.7,20.0,9.6,13.1,8.0,9.1,4.4,11.5,8.0,11.9,17.5,12.9,16.3,4.8,3.6,47856.0,0.0,0.0009791951351749947,0.0,4369.0,59522354.540276505,7.340099419359604e-05
10474,0.000814265939255761,6,1.4773198099224467e-07,0,0.0,0.01912736046262462,8.7,9.2,7.6,6.1,8.6,18.6,13.5,9.4,4.8,5.4,4.9,2.1,1.1,0.5117022195353658,0.4882977804646342,13.8,42.6,0.4,0.2,0.0,32.1,62.8,11.1,14.6,39.1,17.1,7.4,7.3,3.4,14.7,11.0,19.3,9.1,16.9,9.4,10.9,4.5,3.4,0.8,28419.0,0.0,0.0003023827430942928,0.0,2644.0,40614090.1902275,6.510055962391582e-05
11001,0.0007606490872210953,8,8.738222263674129e-07,0,0.0,0.0,4.9,6.4,5.9,6.5,5.7,11.4,11.7,14.7,7.2,7.6,10.7,4.6,2.7,0.4958556250470952,0.5041443749529049,63.6,5.5,0.5,21.4,0.0,5.7,13.6,4.9,4.6,18.7,13.8,7.3,29.8,20.9,1.1,0.3,2.5,2.1,4.5,9.0,11.2,23.0,17.4,28.8,124949.0,0.0,0.00043079435759913457,0.0,1371.0,9155180.26276007,0.00014975128404371538
11004,0.000594429347826087,24,1.0616402993594582e-06,0,0.0,0.0155275433278684,7.5,5.3,3.6,4.0,4.8,16.3,10.5,9.8,6.5,8.7,8.8,9.6,4.5,0.4711381316598026,0.5288618683401974,32.7,4.9,0.4,47.6,0.3,8.6,12.1,5.6,5.4,21.4,12.8,6.9,26.2,21.7,1.6,1.6,3.3,6.2,4.0,12.0,13.6,22.7,16.8,18.2,97845.0,0.0,0.0005209115068857075,0.0,4130.0,22606526.913569897,0.00018269060151477343
11040,0.0,2,3.1901318187811635e-07,0,0.0,0.0027177782851707495,5.2,5.0,5.7,6.6,6.4,9.9,12.5,14.6,7.6,7.0,11.0,5.6,3.0,0.4796859571803579,0.5203140428196421,48.6,0.9,0.7,39.5,0.2,5.9,13.1,3.1,4.1,21.1,12.6,6.4,30.2,22.7,1.2,0.4,2.4,2.4,4.9,8.8,11.7,19.6,18.8,29.8,132767.0,0.0,0.00037468098211584764,0.0,865.0,6269333.411947,0.00013797320116228532
11101,0.0013331301896853812,190,2.406218009523392e-06,6,7.598583187968607e-08,0.01906077970601952,6.8,4.8,3.7,3.4,6.4,28.6,18.2,11.8,4.2,4.6,5.0,1.6,0.8,0.5083136121953469,0.4916863878046532,41.0,13.7,0.6,26.5,0.0,10.0,21.8,4.6,4.6,21.3,8.4,5.1,32.1,23.8,2.8,3.7,6.4,6.1,10.7,10.7,8.5,16.5,10.5,24.0,89525.0,0.0019806505675325665,0.00033248867169487965,52.0,3387.0,78962088.74175699,4.289400209608279e-05
11102,0.0008248880509073768,101,5.283460690452783e-06,3,1.5693447595404306e-07,0.04722950535404421,5.6,2.6,2.9,3.6,6.3,29.5,16.0,11.5,4.0,4.8,7.9,3.6,1.5,0.4849254205014281,0.5150745794985718,58.0,7.7,0.7,16.5,0.1,11.0,25.7,7.2,3.3,20.1,9.7,5.5,34.7,19.6,4.2,5.4,8.5,5.3,9.0,10.8,11.0,17.9,10.0,17.9,81462.0,0.0002062220127268442,0.0017756612839280126,7.0,1742.0,19116258.4369194,9.112661903731434e-05
11103,0.0010984987184181618,169,8.357071609446205e-06,3,1.4835038359963677e-07,0.01148112881334755,4.9,3.0,2.9,3.5,5.6,31.6,17.0,11.7,5.5,3.9,6.5,3.1,0.8,0.494706231118891,0.505293768881109,66.5,2.9,0.3,14.3,0.0,8.7,24.1,6.9,3.4,19.8,9.6,6.0,36.0,18.3,4.0,1.3,6.5,6.9,9.2,16.2,13.8,22.9,11.4,7.8,81677.0,0.0001830831197363603,0.001890676188849504,7.0,2376.0,20222394.625525896,0.00011749350381091234
11105,0.0009483552809841218,111,2.2747948917485836e-06,7,1.4345553371387464e-07,0.05635688000731774,5.7,4.2,3.8,2.9,5.3,27.2,15.4,11.5,6.4,4.6,6.6,4.6,1.7,0.5060343906867457,0.4939656093132543,73.0,2.7,0.2,10.3,0.0,5.6,22.4,6.5,4.9,19.1,11.0,7.4,32.0,19.1,1.6,1.3,6.1,7.8,7.1,16.5,14.3,20.4,11.9,13.1,86516.0,0.00010838346068389965,0.0007563385610348941,4.0,3925.0,48795608.0799341,8.043756711813685e-05
11106,0.0006983059614638562,121,5.069950074897386e-06,3,1.2570124152638147e-07,0.03915062942982924,4.4,4.6,4.0,2.8,6.0,27.7,15.2,11.2,5.5,4.6,7.3,4.5,2.2,0.4851188871515609,0.5148811128484391,54.9,7.6,0.2,17.9,0.0,13.1,27.6,8.0,4.7,19.2,11.1,6.7,31.8,18.4,2.8,2.9,5.0,11.1,10.5,16.1,11.5,16.5,11.3,12.4,71865.0,0.00015517910254752359,0.0016200795012058465,6.0,1964.0,23866112.725468803,8.229241278593773e-05
11203,0.0006021009479887266,19,3.1329955563546953e-07,2,3.2978900593207324e-08,0.021886931079602316,5.3,5.8,5.8,5.5,5.9,15.1,12.7,11.8,7.3,6.9,9.8,6.1,2.1,0.4433231514776579,0.5566768485223421,4.4,86.5,0.2,2.0,0.0,2.8,6.8,4.9,5.8,36.0,18.5,8.0,17.8,9.0,4.1,2.7,6.7,8.5,12.5,16.6,13.9,20.1,9.4,5.4,57707.0,0.0,0.0012871664901528818,0.0,5141.0,60644835.45615649,8.477226397483942e-05
