,urination_density,shop_count,shop_density,toilet_count,toilet_density,green_space_ratio,PrecentAgeUnder5,PrecentAge5to9,PrecentAge10to14,PrecentAge15to19,PrecentAge20to24,PrecentAge25to34,PrecentAge35to44,PrecentAge45to54,PrecentAge55to59,PrecentAge60to64,PrecentAge65to74,PrecentAge75to84,PrecentAge85andOlder,Male Percent,Female Percent,PercentWhite,PercetnBlack,PercentAmericanIndianandAlaskaNative,PercentAsian,PercentNativeHawaiianandOtherPacificIslander,PercentSomeOtherRace,PercentHispanicOrLatino,Less Than 9th Grade,"9th to 12th Grade, No Diploma",High School Graduate,"Some College, No Degree",Associate's Degree,Bachelor's Degree,Graduate or Professional Degree,"PercentUnder$10,000","Percetn$10,000to$14,999","Percent$15,000to$24,999","Percetn$25,000to$34,999","Percent$35,000to$49,999","Percetn$50,000to$74,999","Percent$75,000to$99,999","Percetn$100,000to$149,999","Percent$150,000to$199,999","Percetn$200,000ormore",Median Household Income,crime_rate,population_density,subway_count,tree_count,AREA,tree_density
11361,0.00038601909039865246,31,6.179789832446376e-07,8,1.5947844728893871e-07,0.17320125663609368,4.7,4.1,6.1,4.0,4.7,14.3,11.5,14.6,8.8,6.4,11.9,5.2,3.8,0.4742560723423645,0.5257439276576356,45.6,4.8,0.3,42.1,0.0,3.1,12.1,7.3,6.5,20.7,13.8,9.4,24.5,17.9,3.2,1.5,5.1,4.8,8.7,13.4,12.1,23.0,11.8,16.4,86545.0,0.0,0.0005680622292431997,0.0,6181.0,50163518.2433512,0.0001232170353366163
11362,0.0005082735641271813,3,5.4864114078960257e-08,0,0.0,0.3284619482544956,5.2,6.0,3.8,4.6,4.4,9.4,12.8,14.1,8.0,7.0,13.1,6.6,5.0,0.4588638065689526,0.5411361934310474,45.1,2.6,0.0,46.0,0.0,2.8,10.2,5.2,4.9,20.8,13.0,8.5,26.8,20.8,1.9,0.3,3.0,8.1,5.0,12.6,10.3,25.1,21.7,12.0,92212.0,0.0,0.0003238262893320498,0.0,4429.0,54680551.219371006,8.099772041857165e-05
11363,0.00014164305949008498,2,8.249875522006689e-08,0,0.0,0.21011981042026245,6.2,6.3,4.5,3.0,4.1,9.9,13.3,13.0,9.5,6.5,11.8,8.4,3.6,0.4607843137254902,0.5392156862745098,54.7,1.9,0.0,34.1,0.0,2.8,12.6,6.8,2.0,12.8,13.3,5.5,32.7,26.8,1.7,5.7,1.9,5.7,5.4,10.0,7.0,18.7,18.2,25.8,111094.0,0.0,0.0002912206059268361,0.0,2851.0,24242790.0234975,0.00011760197556620538
11364,0.0004125290980345935,8,9.494459769062368e-08,5,5.93403735566398e-08,0.318614100427746,4.9,5.1,6.4,5.3,4.6,10.8,13.3,14.2,7.8,7.7,13.1,4.5,2.4,0.4924998605922043,0.5075001394077957,38.1,3.8,0.7,48.4,0.0,4.8,15.9,7.0,4.6,22.3,12.8,8.8,27.4,17.2,2.4,1.4,4.5,6.6,7.0,14.5,13.7,24.2,12.9,12.8,87135.0,0.0,0.000402766851478337,0.0,7054.0,84259665.0529601,8.371739901370742e-05
11365,0.00022206869324911172,24,3.458917719665916e-07,5,7.206078582637324e-08,0.24343167370282695,6.7,4.1,6.2,5.1,4.3,15.0,12.7,13.2,8.2,7.0,8.6,6.5,2.4,0.4676652183855477,0.5323347816144524,30.7,9.0,0.1,45.9,0.0,6.3,19.9,8.4,5.4,25.3,13.3,9.8,23.9,13.9,4.3,2.8,4.5,10.2,11.0,13.2,17.5,17.4,11.1,7.9,70102.0,0.0,0.0005840959055942509,0.0,7428.0,69385865.5947389,0.00010705350342366008
11366,0.0002278250303766707,18,8.841475548340501e-07,0,0.0,0.021803946808552105,6.1,4.7,5.2,4.8,9.9,13.1,10.2,13.3,6.6,8.3,9.6,5.8,2.4,0.4908214614784889,0.5091785385215111,37.5,5.8,0.0,47.4,0.0,6.8,11.2,6.7,7.1,20.6,13.2,7.5,26.0,19.0,1.2,2.8,2.6,5.7,10.6,17.5,7.3,21.4,16.7,14.2,91795.0,0.0,0.0006468030556697097,0.0,3013.0,20358592.7502548,0.00014799647681749958
11367,0.0003830225265123405,34,4.6696785074887e-07,7,9.614043986006148e-08,0.14535932555022651,9.2,6.6,5.2,6.2,5.9,15.2,11.9,10.1,5.6,6.1,9.3,5.7,2.8,0.4737799257616901,0.52622007423831,53.0,7.2,0.4,28.1,0.0,6.3,18.1,7.9,5.5,26.2,11.6,6.9,24.0,18.0,3.5,3.0,8.3,9.7,11.2,13.3,14.4,15.4,13.2,8.1,64332.0,0.0,0.0005737249420391926,0.0,5221.0,72810151.58854009,7.170703378705442e-05
11368,0.0009626933409126333,121,1.669203504576554e-06,11,1.517457731433231e-07,0.3143048502904434,8.1,7.0,7.2,6.0,6.1,17.6,16.3,13.1,5.0,4.1,5.1,2.8,1.4,0.5231683860814828,0.4768316139185173,31.4,9.7,0.9,13.3,0.0,39.1,74.9,25.6,10.7,31.8,11.8,6.1,11.0,3.0,3.4,3.5,9.5,13.1,16.4,20.7,13.0,13.8,3.7,2.9,56904.0,0.00012835911212168445,0.0015046145209971914,14.0,4346.0,72489663.284463,5.9953375461898375e-05
11369,0.0009707209570783922,46,1.5302476783393556e-06,2,6.653250775388503e-08,0.03313131935471562,5.8,4.6,6.2,5.4,5.7,14.5,13.7,14.4,6.9,6.1,9.2,5.3,2.3,0.504773075294041,0.49522692470595897,25.9,16.7,0.4,14.6,0.0,36.7,59.3,11.5,8.7,39.0,11.7,7.7,13.8,7.6,5.5,1.8,6.3,9.0,13.9,17.2,15.3,18.6,7.1,5.3,61860.0,0.0,0.0012679765327735409,0.0,3296.0,30060493.2463742,0.00010964557277840252
11370,0.0005050380626247197,47,1.1246592220580204e-06,2,4.7857839236511507e-08,0.03650126415060075,3.9,3.8,4.0,6.6,8.0,19.2,15.2,15.4,5.9,4.5,7.5,3.1,3.0,0.5880269699652659,0.4119730300347341,42.7,14.9,1.3,23.4,0.0,13.8,36.4,10.5,15.9,35.5,10.2,6.1,14.6,7.3,1.7,1.9,3.3,8.3,10.2,19.0,14.6,20.7,10.9,9.5,67582.0,0.0,0.0009712987762246193,0.0,3179.0,41790436.6746706,7.607003546643503e-05
11372,0.0008403865778257998,125,6.199387003582239e-06,2,9.919019205731583e-08,0.017615605331924297,6.1,5.5,5.9,3.7,4.6,13.8,18.4,15.7,6.8,5.1,8.7,4.0,1.7,0.5022897618330772,0.4977102381669229,49.6,2.7,0.4,21.4,0.3,17.1,54.3,12.9,7.2,29.3,11.7,7.8,17.5,13.5,2.5,4.7,8.4,9.2,14.8,15.8,12.7,17.1,7.8,6.9,61239.0,0.0001200552254036857,0.003304818818965649,8.0,3295.0,20163283.874320198,0.00016341584141442783
11373,0.001105823344720681,128,3.0008303623103554e-06,6,1.4066392323329792e-07,0.019917490447909088,5.7,5.3,6.0,5.6,5.9,17.4,14.8,13.3,6.7,6.0,8.3,3.5,1.5,0.4887403492408933,0.5112596507591067,15.7,1.8,0.7,49.7,0.0,28.3,41.8,17.3,6.8,31.7,9.7,6.7,20.2,7.6,3.0,1.7,8.3,11.3,14.7,21.2,16.5,14.4,4.9,4.1,56835.0,0.00020734187713512762,0.00237445391215248,21.0,4204.0,42654860.3372075,9.855852221213073e-05
11374,0.00028066892761080574,62,2.4599700792524126e-06,3,1.1903081028640705e-07,0.014859736675962701,5.9,5.3,4.0,3.7,3.7,16.9,14.8,12.0,8.1,6.4,10.2,6.4,2.6,0.4630440321497232,0.5369559678502768,49.2,4.4,0.1,32.6,0.0,5.6,18.3,4.7,3.8,17.7,11.2,8.2,31.9,22.5,4.2,2.1,6.8,5.2,8.0,12.8,12.6,22.3,13.6,12.4,75266.0,0.00016372354110630338,0.0016963874312651112,7.0,3084.0,25203558.5810222,0.00012236367297442646
11375,0.0007439282328057764,164,2.9502891479139097e-06,5,8.994783987542408e-08,0.06802665452726583,6.4,5.6,3.9,2.9,3.0,15.6,14.3,13.2,7.5,7.9,10.3,6.4,3.0,0.4719961440473731,0.5280038559526269,58.0,3.3,0.1,28.6,0.0,3.7,15.2,3.6,2.3,14.0,10.9,5.9,33.7,29.6,2.2,1.7,4.2,3.8,6.3,11.7,13.5,20.7,14.3,21.6,88117.0,0.00021880242141346365,0.0012332748325319394,15.0,7059.0,55587771.8344865,0.0001269883603361237
11377,0.002421520715009026,179,2.491912161679923e-06,4,5.568518797050107e-08,0.01617533744132316,5.1,4.6,4.5,3.7,4.6,17.0,18.1,14.0,6.0,5.8,8.8,5.7,2.0,0.5064068957949793,0.4935931042050207,42.9,3.0,0.3,36.6,0.0,9.2,39.0,11.7,7.1,31.8,11.4,7.7,20.5,9.8,2.5,2.1,5.1,9.4,14.8,22.6,14.9,13.7,8.2,6.8,59910.0,0.00016510368511425176,0.0012647776743739908,15.0,5651.0,71832387.49448021,7.866924930532538e-05
11378,0.0013531418261776562,130,1.961952052692015e-06,1,1.5091938866861655e-08,0.01313610236744912,7.0,5.1,6.7,6.2,5.7,13.6,14.4,14.2,7.6,6.9,7.1,3.4,1.9,0.4948120820843902,0.5051879179156099,65.2,1.5,0.2,12.3,0.1,15.6,33.7,6.8,6.7,33.8,16.3,9.3,18.9,8.3,2.5,1.9,5.8,5.8,10.7,13.7,14.3,21.3,13.6,10.5,82326.0,0.0,0.0005353563474241835,0.0,4033.0,66260538.74335289,6.086578945005305e-05
11379,0.00022581009371118888,84,1.4577558735777256e-06,1,1.735423659021102e-08,0.05316575233442759,4.7,5.6,5.9,4.8,4.1,13.5,12.5,14.9,7.5,7.2,10.4,5.6,3.2,0.4770778189518264,0.5229221810481737,75.0,1.0,0.3,11.5,0.0,8.2,21.1,6.6,6.6,27.7,15.2,7.6,22.3,14.0,1.8,1.0,3.2,5.7,9.8,13.0,11.4,25.1,15.2,13.8,89700.0,2.8226261713898607e-05,0.000614825893917996,1.0,4893.0,57622817.0453818,8.491427963590251e-05
11385,0.0009854118411963104,424,3.3978085970750772e-06,9,7.212329569263135e-08,0.225603829392656,5.9,5.2,6.2,5.4,7.3,18.7,14.2,14.5,6.4,5.3,6.3,3.1,1.6,0.4967579147821947,0.5032420852178053,74.5,2.7,0.3,6.0,0.0,9.6,46.7,9.4,6.8,30.0,16.0,7.9,19.7,10.2,2.9,2.5,5.3,6.6,11.7,19.4,15.3,19.4,9.2,7.8,77044.0,0.00013206550449022716,0.0007888365260888732,13.0,10937.0,124786310.907857,8.76458316655899e-05
11411,0.0004940711462450593,2,5.5726454065071484e-08,2,5.5726454065071484e-08,0.06269288130603527,4.6,3.3,6.6,4.4,6.4,13.2,11.4,14.5,9.0,6.8,10.3,6.8,2.7,0.4668587896253602,0.5331412103746398,4.5,91.0,0.1,0.4,0.0,2.1,6.5,3.0,3.7,26.5,23.7,10.1,19.5,13.6,0.5,1.0,2.2,3.6,5.7,12.9,14.0,25.8,16.5,17.7,104269.0,0.0,0.000507556543624671,0.0,3229.0,35889597.383400895,8.997036008805792e-05
11412,0.000742454096347697,10,2.1813699035095268e-07,0,0.0,0.005201087947702188,5.3,4.8,5.7,5.9,7.5,14.0,11.1,15.1,8.8,7.4,8.1,4.4,2.0,0.4544449416905784,0.5455550583094216,2.5,86.3,1.0,2.4,0.2,4.5,6.4,5.0,6.8,32.5,22.8,8.1,15.5,9.3,2.0,1.2,4.4,4.9,8.3,14.8,15.7,25.2,12.1,11.4,85235.0,0.0,0.0007638939265100013,0.0,4697.0,45842752.226073,0.00010245894436784248
11413,0.0006099265546773742,73,8.467842636718519e-07,0,0.0,0.18807659402210775,4.7,5.7,6.3,6.1,7.0,12.7,13.7,14.0,6.9,6.7,8.4,5.7,2.2,0.4571633580483138,0.5428366419516862,2.2,90.2,0.3,1.2,0.2,3.7,6.2,4.0,6.2,31.1,22.8,9.4,16.0,10.4,1.0,0.8,3.5,3.7,9.2,15.8,16.2,26.8,11.8,11.3,91836.0,0.0,0.0004564399176879959,0.0,7470.0,86208498.5890682,8.665038972094156e-05
11414,0.00011473152822395595,17,2.659207341088554e-07,0,0.0,0.09696093813921709,4.4,4.6,6.4,4.6,4.1,11.0,12.5,13.0,8.1,7.0,11.6,7.8,5.0,0.4824371205550737,0.5175628794449263,77.7,4.2,0.0,5.1,0.0,6.9,21.5,4.7,6.9,31.8,19.2,9.2,15.3,12.9,4.0,2.4,4.8,4.7,9.3,15.2,12.1,17.5,11.3,18.7,75599.0,0.00015297537096527458,0.0004090173738516677,4.0,4650.0,63928824.719027005,7.273714197683397e-05
11415,0.0006845708267509215,33,1.9640192261725828e-06,1,5.9515734126441905e-08,0.052005661689597575,6.6,5.7,5.7,3.4,5.2,16.6,13.9,14.7,7.1,5.7,9.2,4.1,2.2,0.49301343154246097,0.506986568457539,60.7,5.2,1.4,16.7,0.0,10.7,24.2,4.0,3.7,19.1,16.3,8.6,27.2,21.2,1.8,4.4,5.3,4.2,8.7,15.9,12.4,17.2,14.2,15.8,75476.0,0.000315955766192733,0.0011302037910611315,6.0,1743.0,16802279.5094065,0.00010373592458238824
11416,0.0008260236793454746,8,4.2429401900868285e-07,0,0.0,0.014779858209483687,6.6,6.1,5.6,6.3,6.8,15.0,13.7,13.9,7.0,5.9,8.5,3.3,1.2,0.5184191359681067,0.4815808640318933,27.1,5.4,0.2,32.0,0.0,24.9,46.1,12.8,10.2,31.8,15.9,8.0,15.2,6.1,2.6,2.4,6.8,12.1,11.5,14.0,14.7,21.4,8.5,6.1,73471.0,7.866892184242615e-05,0.001348353355657218,2.0,1790.0,18854849.801303197,9.493578675319278e-05
11417,0.0005951964148168896,21,6.752609787912382e-07,0,0.0,0.04266620400027474,6.6,6.4,6.9,6.0,7.2,13.8,12.6,14.0,6.5,6.8,8.5,3.4,1.4,0.4598151238926692,0.5401848761073309,31.4,8.3,0.3,30.7,0.0,20.7,37.1,9.8,9.7,27.9,17.9,8.0,18.8,7.8,3.1,2.5,6.3,7.4,11.1,12.7,15.3,21.2,10.5,9.7,79210.0,0.00038512709194034035,0.0009184192417254926,11.0,3666.0,31099087.1079081,0.00011788127372612758
11418,0.0005190264157128418,18,5.620585921536392e-07,0,0.0,0.00028642174437020347,7.3,5.6,6.1,6.5,6.6,16.0,11.7,13.4,6.7,6.9,8.8,3.0,1.4,0.5107789518398556,0.4892210481601445,39.3,8.1,0.9,23.4,0.0,19.0,43.4,11.3,9.3,28.2,15.2,6.2,18.5,11.4,2.6,2.5,3.8,11.3,10.2,16.5,15.6,19.0,7.2,11.3,73856.0,0.00030048897751796107,0.0011430710490537928,11.0,3391.0,32025130.922791198,0.00010588559366627726
11419,0.0011901219875037191,21,6.713800079008335e-07,0,0.0,0.010599889771888648,5.6,4.5,5.1,5.5,7.9,15.5,12.1,15.0,7.4,6.1,9.3,5.3,0.8,0.5117923052862058,0.4882076947137942,8.5,13.6,0.6,38.4,0.1,29.8,18.5,17.5,9.8,32.6,12.6,6.3,14.5,6.7,2.8,1.3,6.9,6.9,10.2,16.6,16.1,22.0,10.0,7.3,79589.0,0.0001700174267862456,0.0015043388043698008,8.0,2805.0,31278858.102521602,8.967718676961133e-05
11420,0.001055278638466029,28,4.5249184401742115e-07,0,0.0,0.019923542277693225,5.5,4.7,5.3,6.5,6.8,16.0,12.0,14.8,8.7,7.1,7.3,4.0,1.3,0.5073625862141921,0.492637413785808,14.5,25.3,1.6,31.7,0.2,16.4,24.3,11.4,10.5,32.3,17.2,8.2,13.5,7.0,2.8,2.2,5.3,5.2,11.6,13.1,16.5,21.0,10.8,11.4,85190.0,4.4905473977277834e-05,0.0007197529196017108,2.0,5494.0,61879568.3727771,8.878536396541827e-05
11421,0.0006151637873583842,45,1.8507519291188075e-06,1,4.112782064708461e-08,0.03744235131510532,6.0,5.3,5.7,6.3,7.0,14.6,14.7,13.7,7.9,5.9,8.0,3.5,1.4,0.4985877843344934,0.5014122156655066,35.4,5.7,0.4,19.5,0.0,24.1,58.4,13.2,9.0,28.3,15.4,9.3,17.8,6.9,2.5,1.5,4.6,7.2,10.8,20.1,13.8,19.0,10.3,10.1,77738.0,0.00017942277131286204,0.001604560794725359,7.0,2855.0,24314441.7639082,0.00011741992794742656
11422,0.0005640532200802946,38,6.320622855150517e-07,1,1.663321803986978e-08,0.31955182420506134,5.2,4.4,6.0,6.3,5.7,16.0,12.8,14.6,7.0,7.5,9.3,3.9,1.3,0.4698651863600317,0.5301348136399683,7.4,83.9,0.3,2.5,0.0,2.9,8.8,3.5,7.4,27.5,23.5,8.8,18.7,10.7,0.6,1.3,4.3,3.8,9.0,13.5,20.2,26.0,12.3,9.0,93397.0,0.0,0.0005013085585036354,0.0,6323.0,60120657.2055391,0.00010517183766609662
11423,0.0006282445524584202,62,1.3748742846272271e-06,4,8.870156675014368e-08,0.13895453772972743,5.5,5.1,5.6,5.1,6.2,13.3,13.5,13.1,7.8,7.3,10.2,4.6,2.7,0.4797169172423134,0.5202830827576865,12.8,38.0,0.7,29.8,0.0,14.5,13.6,8.0,6.3,24.8,19.9,7.7,21.5,11.8,3.4,1.7,5.2,7.7,10.4,15.5,19.0,17.6,9.4,10.0,70990.0,0.0,0.0006706503708061489,0.0,3591.0,45095032.1009242,7.963183154994149e-05
11426,0.00019950124688279303,20,4.031513247366798e-07,1,2.015756623683399e-08,0.1356356931329621,8.1,5.8,5.5,4.2,4.6,15.4,11.8,11.8,6.6,5.9,12.7,4.9,2.6,0.4926317871624963,0.5073682128375037,34.3,6.0,0.4,43.0,0.0,10.5,19.7,3.5,5.7,27.3,15.3,7.1,23.8,17.3,2.2,1.4,1.5,6.1,5.5,10.4,16.3,25.0,15.8,15.8,102770.0,0.0,0.0004041592030485215,0.0,5121.0,49609163.5394305,0.00010322689669882685
11427,0.00027344818156959256,27,6.846576539081763e-07,1,2.5357690885488013e-08,0.1733035230610347,7.3,4.9,4.5,5.2,5.2,12.8,11.7,12.4,6.7,7.9,12.8,5.3,3.2,0.4925087663372649,0.5074912336627351,23.7,21.7,1.4,33.2,0.0,13.8,20.7,6.6,7.5,24.6,16.4,10.1,21.0,13.8,2.2,1.7,4.1,4.4,10.3,17.3,13.9,23.4,10.6,12.2,81688.0,0.0,0.000556398453409378,0.0,4377.0,39435767.4173042,0.00011099061300578103
11428,0.0004251248804336274,18,8.208853109572657e-07,0,0.0,0.0016247221549916021,5.0,4.5,5.9,4.3,6.6,15.5,10.0,13.6,7.1,6.8,12.5,6.2,1.9,0.4964195663136662,0.5035804336863339,17.6,19.6,0.4,29.4,0.2,23.6,24.1,9.6,8.9,31.9,16.6,9.1,15.9,8.1,3.2,3.2,4.8,5.6,13.0,12.0,17.3,17.6,13.4,9.8,77466.0,0.0,0.0008581899878663238,0.0,2838.0,21927545.492328897,0.00012942625069426223
11429,0.0006370441153049849,37,9.35302396004105e-07,0,0.0,0.03880768942474018,4.9,4.5,4.6,6.0,8.3,14.5,10.5,14.8,6.8,6.9,8.8,6.0,3.4,0.4549050632911392,0.5450949367088608,4.2,71.5,0.8,3.8,0.1,13.8,14.3,5.8,8.4,30.1,20.5,9.1,16.9,9.2,1.6,1.3,4.8,6.6,7.7,13.1,15.1,27.4,10.9,11.6,82532.0,0.0,0.0006348933777848406,0.0,2912.0,39559398.28452829,7.361082640983658e-05
11432,0.0007410390656463955,271,4.503338612873302e-06,3,4.9852456969077135e-08,0.03678102814024402,7.3,4.7,6.3,7.6,7.8,13.9,11.9,12.0,6.5,6.3,9.6,4.3,1.9,0.4741762857409539,0.5258237142590461,17.5,17.9,0.6,42.5,0.3,14.5,20.8,11.0,8.3,22.6,13.5,7.8,23.4,13.3,2.4,2.0,6.3,8.3,15.0,19.9,14.0,14.3,8.4,9.3,66270.0,0.0004832863471606927,0.0010315304221184876,30.0,6958.0,60177575.6380646,0.00011562446519694623
11433,0.0014252204637904926,138,2.890692086064378e-06,4,8.378817640766313e-08,0.04005232635357791,6.1,5.2,7.6,7.3,7.0,17.2,12.2,11.8,6.3,6.2,7.4,4.2,1.7,0.4555769178694251,0.5444230821305749,5.0,61.8,0.3,12.9,0.0,15.9,14.4,10.7,10.0,36.1,17.7,7.6,12.8,5.0,3.2,2.5,6.4,8.6,14.5,15.6,16.1,16.8,10.8,5.7,62453.0,0.00029692092995635264,0.0007054754983084218,10.0,3745.0,47739432.5965324,7.844668016167461e-05
11434,0.0003621376467950818,92,1.0528760755908782e-06,2,2.2888610338932136e-08,0.11483499986471088,6.3,6.1,6.3,6.3,6.2,13.7,12.5,13.3,7.7,6.4,9.2,4.0,2.1,0.4412366192682537,0.5587633807317463,4.2,83.2,0.2,3.3,0.0,5.5,9.4,4.3,8.4,30.2,26.2,7.9,15.2,7.8,3.0,1.5,5.3,6.1,10.6,16.6,17.4,23.0,8.2,8.3,65845.0,0.0,0.0006636438124721678,0.0,8274.0,87379704.1578414,9.469018097216224e-05
11435,0.00117968691483784,109,2.588710897607261e-06,1,2.374964126245194e-08,0.022556487847727773,7.6,6.1,5.1,4.8,6.0,19.2,13.5,12.3,6.9,5.7,8.0,3.4,1.5,0.5110957704741379,0.4889042295258621,17.7,26.1,0.5,22.0,0.0,28.5,30.8,12.7,8.2,21.0,18.7,8.0,19.9,11.5,2.6,2.4,7.8,7.3,9.7,18.8,12.6,23.0,8.4,7.4,69873.0,0.00020597708036851166,0.0012683258419799836,11.0,4595.0,42105899.1565062,0.00010912960160096664
11436,0.0005353032492907231,13,5.727049997319749e-07,0,0.0,0.030881906017087075,5.0,6.3,5.8,6.1,6.8,14.9,14.0,14.3,7.5,6.1,8.5,3.3,1.5,0.4801371669744131,0.5198628330255869,4.9,61.0,0.2,8.9,0.0,17.7,14.2,7.0,9.3,35.8,18.5,8.3,14.8,6.3,3.6,0.0,4.5,6.5,12.7,18.1,15.9,22.2,7.3,9.1,72962.0,0.0,0.0008229770846148478,0.0,2407.0,22699295.4594145,0.00010603853341191256
11691,0.00038163505732822275,7,8.34050069173093e-08,1,1.1915000988187045e-08,0.20672551993948213,8.9,9.2,8.4,6.8,6.5,14.0,10.2,11.6,6.4,4.8,7.5,3.7,2.1,0.4675402460046162,0.5324597539953838,34.3,46.2,0.3,4.9,0.0,9.1,23.5,11.0,10.7,27.2,17.7,7.5,14.9,11.1,6.7,3.7,5.8,7.5,13.0,18.9,10.2,18.0,6.6,9.7,52605.0,0.00019911394295385533,0.0007180813645550686,12.0,5718.0,83927815.1123475,6.812997565045352e-05
11692,0.000222000222000222,5,2.0839936657261062e-07,2,8.335974662904425e-08,0.5818641144740848,7.9,7.4,9.3,5.0,5.2,11.2,15.3,12.0,6.7,5.9,8.1,4.3,1.7,0.4880771635259445,0.5119228364740556,20.8,56.2,0.6,5.6,0.0,9.5,25.1,10.2,8.3,28.3,19.3,7.9,16.0,10.0,7.4,3.1,9.4,6.3,14.2,16.9,14.7,12.7,8.1,7.1,53077.0,0.00044400044400044405,0.0007509879573810597,8.0,2013.0,23992395.3811918,8.390158498213303e-05
11693,6.786102062975027e-05,17,2.665924028229655e-07,3,4.704571814522921e-08,0.25375011347512344,7.3,7.0,5.6,4.8,5.0,13.1,11.2,13.3,7.3,9.3,8.7,5.5,1.9,0.4489216363496815,0.5510783636503185,59.4,21.6,0.0,4.1,0.0,6.4,28.5,8.0,11.3,26.5,13.7,9.6,17.0,13.9,8.5,4.4,6.3,13.6,6.0,17.2,10.9,19.4,6.8,6.7,52946.0,0.0004524068041983352,0.00017331642564702443,5.0,1169.0,63767758.64572965,1.833214817059098e-05
11694,0.0014382780340227148,55,1.143412951688278e-06,4,8.315730557732931e-08,0.10957700613901092,5.5,4.6,7.6,4.6,4.8,10.2,11.7,15.8,10.1,6.7,10.6,5.3,2.4,0.4988710132655941,0.5011289867344059,80.2,5.8,1.2,2.1,0.0,6.7,19.4,3.8,6.3,23.7,15.4,6.2,23.6,21.1,2.4,2.6,3.0,4.6,6.3,9.8,13.7,22.1,14.7,20.8,87755.0,0.0003967663542131627,0.00041917518808892273,8.0,3572.0,48101606.6144704,7.425947388055507e-05
